	ArticleNo	RawParagraph	Prediction
2365	61.0	"Αρχιλοχίας Αρχηγός Σπουδαστών
1. Καθήκοντα αρχηγού σπουδαστών, ανατίθενται με 
την ημερήσια διαταγή της σχολής στον αρχαιότερο από 
τους επιλοχίες σπουδαστές, στον οποίο απονέμεται 
τιμητικά ο βαθμός του αρχιλοχία, μετά τις προαγωγικές εξετάσεις του προηγούμενου έτους, τα καθήκοντα 
αυτού είναι τα παρακάτω:"	Org
2366	61.0	α. Λαμβάνει αναφορά κατά τις γενικές συντάξεις.	Org
2367	61.0	"β. Εισηγείται στους διοικητές ταγμάτων σπουδαστών και 
στη διοίκηση της σχολής, κάθε μέτρο για την εξύψωση του 
επιπέδου των σπουδαστών, σε όλους τους τομείς."	Org
2368	61.0	γ. Αναγιγνώσκει την ημερήσια διαταγή της σχολής.	Org
2369	61.0	"δ. Κοινοποιεί στους σπουδαστές τις διαταγές και 
οδηγίες της διοικήσεως της σχολής, των ταγμάτων 
σπουδαστών και του ανώτερου επόπτη επιφυλακής 
ασφαλείας (ΑΕΕΑ)."	Org
2370	61.0	ε. Είναι σημαιοφόρος της σχολής.	Org
2371	61.0	"2. Στον αρχηγό αρχιλοχία σπουδαστών οφείλουν όλοι 
οι σπουδαστές απόλυτο σεβασμό."	Org
2372	61.0	3. Τον αρχηγό αρχιλοχία, όταν απουσιάζει, τον αντικαθιστά ο αρχαιότερος από τους επιλοχίες.	Org
2373	62.0	"Επιλοχίας Λόχου Σπουδαστών
1. Ο Επιλοχίας Λόχου Σπουδαστών:"	Org
2374	62.0	"α. Είναι άμεσος βοηθός του διοικητού λόχου. Επιβλέπει 
όλους τους σπουδαστές του λόχου, σε ό,τι αφορά την 
πειθαρχία, τη στολή και την εκτέλεση της εσωτερικής 
υπηρεσίας του λόχου του."	Org
2375	62.0	"β. Είναι υπεύθυνος για την ηθική και στρατιωτική διαπαιδαγώγηση των σπουδαστών, σύμφωνα με τις οδηγίες 
του διοικητού λόχου."	Org
2376	62.0	γ. Ορίζει τις υπηρεσίες των σπουδαστών του λόχου του.	Org
2377	62.0	"δ. Ενημερώνει τα προβλεπόμενα από τον κανονισμό 
εσωτερικής υπηρεσίας βιβλία και έντυπα, όπως και κάθε 
άλλο βιβλίο, πίνακα ή κατάσταση που απαιτείται."	Org
2378	62.0	"ε. Παρουσιάζει κάθε ημέρα, πριν από την ώρα αναφοράς του λόχου, το βιβλίο αιτήσεων και αναφορών στο 
διοικητή του λόχου και αναφέρει σ’ αυτόν τα συμβάντα 
στο λόχο κατά το διαρρεύσαν εικοσιτετράωρο."	Org
2379	62.0	"στ. Κοινοποιεί στους σπουδαστές, τις διαταγές του 
διοικητού λόχου."	Org
2380	62.0	"2. Γενικά ο επιλοχίας σπουδαστής, ενεργεί σύμφωνα 
με τις διατάξεις του κανονισμού εσωτερικής υπηρεσίας 
των στρατευμάτων."	Org
2381	62.0	3. Απόντα ή κωλυόμενο, τον αναπληρώνει ο αρχαιότερος των λοχιών σπουδαστών του λόχου.	Org
2382	63.0	"Λοχίας Σπουδαστής Βοηθός Διμοιρίτη
1. Ο Λοχίας σπουδαστής βοηθός διμοιρίτη:"	Org
2383	63.0	α. Λαμβάνει αναφορά κατά τις προσκλήσεις και αναφέρει στον επιλοχία του λόχου.	Org
2384	63.0	"β. Επιβλέπει και κατευθύνει τους ομαδάρχες στην 
εκτέλεση των καθηκόντων τους."	Org
2385	63.0	"γ. Είναι ενήμερος για κάθε μεταβολή της διμοιρίας του, 
την οποία αναφέρει έγκαιρα στα αρμόδια όργανα."	Org
2386	63.0	δ. Επιβλέπει την:	Org
2387	63.0	(1) Εκτέλεση των διαταγών του διμοιρίτη.	Irrelevant
2388	63.0	"(2) Κανονική διανομή των χορηγουμένων δημόσιων και 
αναλώσιμων ειδών στους σπουδαστές."	Irrelevant
2389	63.0	"ε. Ευθύνεται για την ηθική και στρατιωτική διαπαιδαγώγηση των σπουδαστών της διμοιρίας του, την τάξη, 
πειθαρχία, ευπρέπεια και καθαριότητα των θαλάμων 
και υπόλοιπων χώρων της, καθώς και την παραλαβή, 
συντήρηση και αντικατάσταση του πάσης φύσεως υλικού των σπουδαστών."	Org
2390	63.0	"στ. Τηρεί βιβλιάριο των σπουδαστών της διμοιρίας 
του και το ενημερώνει ανελλιπώς."	Org
2391	63.0	"ζ. Υποβάλλει στον επιλοχία δελτίο αναγκαιουσών επισκευών, τόσο στο υλικό των σπουδαστών, όσο και στις 
εγκαταστάσεις στρατωνισμού της διμοιρίας του."	Org
2392	63.0	η. Αναφέρει:	Org
2393	63.0	"(1) Έγκαιρα στο διμοιρίτη κάθε συμβάν ή θέμα, που 
αφορά στη διμοιρία."	RespA
2394	63.0	(2) Στον επιλοχία τις αιτήσεις των σπουδαστών.	RespA
2395	63.0	2. Απόντα ή κωλυόμενο, τον αναπληρώνει ο αρχαιότερος των δεκανέων της διμοιρίας.	Org
2396	64.0	"Δεκανέας Ομαδάρχης
1. Ο δεκανέας σπουδαστής ομαδάρχης:"	Org
2397	64.0	"α. Ευθύνεται για την ηθική και στρατιωτική διαπαιδαγώγηση, την εμφάνιση, τάξη, καθαριότητα και ευπρέπεια των σπουδαστών της ομάδος του, καθώς και 
τη συντήρηση του οπλισμού και λοιπών υλικών αυτής, 
διεξάγοντας τις προβλεπόμενες επιθεωρήσεις."	Org
2398	64.0	"β. Είναι ενήμερος για ό,τι αφορά στην ομάδα του και 
ενημερώνει καθημερινά το λοχία βοηθό διμοιρίτη, για 
όλα τα αιτήματα και τις ανάγκες των σπουδαστών."	Org
2399	64.0	2. Κωλυόμενο ή απόντα, τον αναπληρώνει ο αρχαιότερος σπουδαστής της ομάδος του.	Org
2400	65.0	"Διεξαγωγή Υπηρεσίας
Η εσωτερική υπηρεσία στη σχολή, εκτελείται με βάση 
τον παρόντα οργανισμό και τις διατάξεις του ΣΚ 202, σε όση έκταση δεν καλύπτεται απ’ αυτόν, καθώς 
και τις διαταγές της σχολής και προϊστάμενων αυτής 
κλιμακίων."	Org
2401	66.0	"Όργανα Υπομονάδα Υπηρεσίας
1. Τα όργανα υπηρεσίας κατά κατηγορία, είναι τα παρακάτω:"	Org
2402	66.0	"α. Σχολής
(1) Ανώτερος επόπτης επιφυλακής ασφαλείας (ΑΕΕΑ)."	RespA
2403	66.0	"(2) Βοηθός ανώτερου επόπτη επιφυλακής ασφαλείας 
(ΒΑΕΕΑ) Υπασπιστήριο."	RespA
