"idx"	"ArticleNo"	"RawParagraph"	"Prediction"
479	16.0	"γ. Δύο (2) κενές θέσεις του κλάδου ΥΕ Προσωπικού 
Καθαριότητος (ΠΙΝΕΠ Πελοποννήσ"	Positions
480	16.0	"ου) μεταφέρονται 
στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού 
(Κεντρική Υπηρεσία)."	Irrelevant
481	16.0	"δ. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ 
(ΠΙΝΕΠ Βορείου Αιγαί"	Positions
482	16.0	"ου) μεταφέρεται στον υφιστάμενο 
κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ Βορείου 
Αιγαί"	Irrelevant
483	16.0	ου)	Irrelevant
484	16.0	"ε. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ 
(ΠΙΝΕΠ Δυτικής Ελλάδ"	Positions
485	16.0	"ος) μεταφέρεται στον υφιστάμενο 
κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ Δυτικής 
Ελλάδ"	Irrelevant
486	16.0	ος)	Irrelevant
487	16.0	στ. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ Δυτικής Μακεδονί	Positions
488	16.0	"ας) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ Δυτικής 
Μακεδονί"	Irrelevant
489	16.0	ας)	Irrelevant
490	16.0	ζ. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ Ηπείρ	Positions
491	16.0	"ου) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ 
Διοικητικού Οικονομικού (ΠΙΝΕΠ Ηπείρ"	Irrelevant
492	16.0	ου)	Irrelevant
493	16.0	η. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητας (ΠΙΝΕΠ Θεσσαλί	Positions
494	16.0	"ας) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ 
Θεσσαλί"	Irrelevant
495	16.0	"ας)
θ. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ 
(ΠΙΝΕΠ Δυτικής Μακεδονί"	Positions
496	16.0	"ας) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ 
Ιονίων Νήσ"	Positions
497	16.0	ων)	Positions
498	16.0	"ι. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ 
(ΠΙΝΕΠ Νοτίου Αιγαί"	Positions
499	16.0	"ου) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ Νοτίου 
Αιγαί"	Irrelevant
500	16.0	ου)	Irrelevant
501	16.0	ια. Μια (1) κενή θέση κλάδου ΔΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ανατολικής Μακεδονίας και Θράκ	Positions
502	16.0	"ης) 
μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού 
– Οικονομικού ΠΙΝΕΠΘ
ιβ. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ 
(ΠΙΝΕΠ Ιοινίων Νήσ"	Positions
503	16.0	ων) μεταφέρεται στον κλάδο ΠΕ Διοικητικού – Οικονομικού (Στερεάς Ελλάδ	Positions
504	16.0	ος)	Positions
505	16.0	"2. Στον Κλάδο ΠΕ Ιατρών συνιστώνται δυο (2) θέσεις, 
μέσω αναδιάρθρωσης θέσεων και ειδικότερα από μεταφορά δυο (2) κενών οργανικών θέσεων του κλάδου ΥΕ 
Προσωπικού Καθαριότητος (Κεντρική Υπηρεσία)."	Positions
506	16.0	"3. Στον Κλάδο ΠΕ Βιβλιοθηκονόμων συνιστάται μια (1) 
θέση, μέσω αναδιάρθρωσης θέσεων και ειδικότερα από 
μεταφορά μιας κενής οργανικής θέσης του κλάδου ΥΕ 
Προσωπικού Καθαριότητος (Κεντρική Υπηρεσία)."	Positions
507	16.0	4. Στον Κλάδο ΤΕ Διοικητικού−Λογιστικού μεταφέρονται οι εξής θέσεις:	Positions
508	16.0	"ΦΕΚ 17
α. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/
Υ (Κεντρική Υπηρεσία) μεταφέρεται στον υφιστάμενο 
κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ανατολικής 
Μακεδονίας και Θράκ"	Positions
509	16.0	ης)	Irrelevant
510	16.0	"β. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ 
Πελοποννήσ"	Positions
511	16.0	"ου) μεταφέρεται στον υφιστάμενο κλάδο ΤΕ 
Διοικητικού – Λογιστικού (ΠΙΝΕΠ Πελοποννήσ"	Irrelevant
512	16.0	ου)	Irrelevant
513	16.0	γ. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητας (ΠΙΝΕΠ Στερεάς Ελλάδ	Positions
514	16.0	"ος) μεταφέρεται στον 
υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ 
Στερεάς Ελλάδ"	Irrelevant
515	16.0	"ος)
δ. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ 
Βορείου Αιγαί"	Positions
516	16.0	"ου) μεταφέρεται στον υφιστάμενο κλάδο 
ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Βορείου Αιγαί"	Positions
517	16.0	ου)	Positions
518	16.0	"ε. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ 
(ΠΙΝΕΠ Στερεάς Ελλάδ"	Positions
519	16.0	"ος) και μια (1) υφιστάμενη κενή 
θέση του κλάδου ΔΕ Τεχνικός με ειδικότητα Ηλεκτρονικών (Κεντρική Υπηρεσία) μεταφέρονται στον υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Δυτικής 
Ελλάδ"	Positions
520	16.0	ος)	Positions
521	16.0	"στ. Δυο (2) κενές θέσεις του κλάδου ΔΕ Τεχνικός με 
ειδικότητα Ηλεκτρονικών (Κεντρική Υπηρεσία) μεταφέρονται στον υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Δυτικής Μακεδονί"	Positions
522	16.0	ας)	Irrelevant
523	16.0	ζ. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητος (ΠΙΝΕΠ Ηπείρ	Positions
524	16.0	"ου) μεταφέρεται στον υφιστάμενο 
κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ηπείρ"	Irrelevant
525	16.0	ου)	Irrelevant
526	16.0	"η. Μια (1) κενή θέση του κλάδου ΔΕ Ηλεκτρολογικών 
Εγκαταστάσεων (Κεντρική Υπηρεσία) μεταφέρεται στον 
υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ 
Θεσσαλί"	Positions
527	16.0	ας)	Irrelevant
528	16.0	"θ. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ 
Ιονίων Νήσ"	Positions
529	16.0	"ων) μεταφέρεται στον υφιστάμενο κλάδο ΤΕ 
Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ιονίων Νήσ"	Irrelevant
530	16.0	ων)	Irrelevant
531	16.0	"ι. Δυο (2) κενές θέσεις του κλάδου ΥΕ Προσωπικού 
Καθαριότητος (ΠΙΝΕΠ Κρήτ"	Positions
532	16.0	"ης) μεταφέρονται στον 
υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ 
Κρήτ"	Irrelevant
533	16.0	ης)	Irrelevant
534	16.0	"ια. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ 
Νοτίου Αιγαί"	Positions
535	16.0	"ου) μεταφέρεται στον υφιστάμενο κλάδο 
ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Νοτίου Αιγαί"	Irrelevant
536	16.0	ου)	Irrelevant
537	16.0	ιβ. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητος (ΠΙΝΕΠ Θεσσαλί	Positions
538	16.0	"ας) και μια (1) υφιστάμενη 
κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠΘ) μεταφέρονται στον υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠΘ)."	Positions
539	16.0	5. Στον Κλάδο ΔΕ Διοικητικού−Λογιστικού μεταφέρονται οι εξής θέσεις:	Positions
540	16.0	"α. Μια (1) κενή θέση κλάδου ΥΕ Προσωπικού Καθαριότητας (Κεντρική Υπηρεσία) μεταφέρεται στον υφιστάμενο κλάδο ΔΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Δυτικής 
Ελλάδ"	Positions
